ID_PROYECTO;Comienzo de obra;Fin de obra;Nombre de obra;DescripciÛn;  Monto Total  ; Sector ;Avance Financiero;Avance Fisico;ID_ENTIDAD_EJECUTORA;Duracion Obra (Dias); Objetivo General;ID_TIPO_PROYECTO;Localidad;Provincia;Etapa
1003119732;2022;2023;RECAMBIO RED DE AGUA POTABLE ETAPA 2 Y RECAMBIO  DE RED MAESTRA DE DISTRIBUCION PARA ABASTECIMIENTO DE LA ETAPA 2;Comprende la ejecuciÛn total de 11.598 m de red de agua potable y 518 conexiones domiciliarias.Esta segunda Etapa (2do. MODULO) se encuentra comprendida entre las calles Juan Bautista Alberdi Saavedra Sarmiento y E. EcheverrÌa cubre un ·rea de 20 manzanas donde se halla el Hospital de la Localidad adem·s ser· necesario llevar el agua mediante caÒerÌas Maestras para abastecer a la Malla a renovar por calle Almirante Brown entre Monteverde y Saavedra y Calle Saavedra entre Almirante Brown y Belgrano.; $ 100.714.047 ; AGUA Y CLOACA ;37%;7%;ENTE NACIONAL DE OBRAS HÕDRICAS DE SANEAMIENTO;345;Comprende la ejecuciÛn total de 11.598 m de red de agua potable y 518 conexiones domiciliarias.Esta segunda Etapa (2do. MODULO) se encuentra comprendida entre las calles Juan Bautista Alberdi Saavedra Sarmiento y E. EcheverrÌa cubre un ·rea de 20 manzanas donde se halla el Hospital de la Localidad adem·s ser· necesario llevar el agua mediante caÒerÌas Maestras para abastecer a la Malla a renovar por calle Almirante Brown entre Monteverde y Saavedra y Calle Saavedra entre Almirante Brown y Belgrano.;123;TRES LOMAS;Buenos Aires;En EjecuciÛn
1003109562;2021;2022;PROYECTO CORDON CUNETA BADENES Y MEJORADO DE ARTERIAS;Mejorar la transitabilidad tanto vehicular como peatonal.Interconexi√≤n de los desag¸es pluviales existentes.Generaci√≤n de puestos  de trabajo.; $ 5.803.639 ; OBRAS VIALES ;9%;70%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;240;Mejorar la transitabilidad tanto vehicular como peatonal.Interconexi√≤n de los desag¸es pluviales existentes.Generaci√≤n de puestos  de trabajo.;91;GUALEGUAYCH⁄;Entre RÌos;Finalizada
1003107931;2021;2021;PAVIMENTACION AVENIDA DEL LIBERTADOR GRAL. SAN MARTIN (DESDE CHACABUCO HASTA COL”N);El objetivo buscado con esta obra es el de brindar a los vecinos y usuarios de la Av. Del Libertador Gral. San MartÌn una vÌa segura que soporte tr·nsitos actuales y futuros ejecutada con una soluciÛn estructural durable y eficiente como constituye el pavimento de hormigÛn. Su elecciÛn en vÌas urbana es fundamental por su elevada durabilidad con mÌnimos requerimientos de mantenimiento lo que no sucede con la actual deteriorada capa asf·ltica. En materia de seguridad vial cabe destacar que este tipo de pavimentos de HormigÛn no produce el cl·sico ahuellamiento que frecuentemente presentan otras alternativas y que deterioran el asfalto como lo hacen en nuestro caso con serios riesgos en materia de seguridad vial; $ 100.529.060 ; OBRAS VIALES ;29%;75%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;267;El objetivo buscado con esta obra es el de brindar a los vecinos y usuarios de la Av. Del Libertador Gral. San MartÌn una vÌa segura que soporte tr·nsitos actuales y futuros ejecutada con una soluciÛn estructural durable y eficiente como constituye el pavimento de hormigÛn. Su elecciÛn en vÌas urbana es fundamental por su elevada durabilidad con mÌnimos requerimientos de mantenimiento lo que no sucede con la actual deteriorada capa asf·ltica. En materia de seguridad vial cabe destacar que este tipo de pavimentos de HormigÛn no produce el cl·sico ahuellamiento que frecuentemente presentan otras alternativas y que deterioran el asfalto como lo hacen en nuestro caso con serios riesgos en materia de seguridad vial;65;SAN FERNANDO;Buenos Aires;Finalizada
1003109567;2021;2022;CORDON CUNETA Y BADENES DE HORMIGON  ZONA OESTE I;El objetivo principal es solucionar los problemas de escurrimientos pluviales y evitar anegamientos y deterioro de la calzada de tierra por acumulaciÛn de agua. Se prevÈ la conexiÛn al sistema de desag¸es urbanos existente respetando pendientes umbrales de viviendas. Adem·s con la materializaciÛn del cordÛn se permite ordenar el sector de veredas y espacios verdes.; $ 6.997.301 ; EQUIPAMIENTO URBANO ;30%;18%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;300;El objetivo principal es solucionar los problemas de escurrimientos pluviales y evitar anegamientos y deterioro de la calzada de tierra por acumulaciÛn de agua. Se prevÈ la conexiÛn al sistema de desag¸es urbanos existente respetando pendientes umbrales de viviendas. Adem·s con la materializaciÛn del cordÛn se permite ordenar el sector de veredas y espacios verdes.;84;CATRIL”;La Pampa;Finalizada
1003109573;2021;2021;DESAGUES PLUVIALES  CUENCA SARMIENTO ETAPA II;Conducir excedentes hÌdricos.; $ 335.429.782 ; RECURSOS HIDRICOS ;26%;8%;SECRETARÕA DE INFRAESTRUCTURA Y POLÕTICA HÕDRICA;300;Conducir excedentes hÌdricos.;105;GUER AIKE;Santa Cruz;Finalizada
1003128096;2023;2023;OBRA DE PAVIMENTACI”N EN CALLES DEL BARRIO LYNCH  ZONA 6  FRENTE D  MAS II;Las obras tienen el objetivo de mejorar las condiciones operativas ambientales sanitarias de seguridad eficiencia paisajÌsticas del √Årea Metropolitana de Buenos Aires. Se busca intervenir y revertir la diversidad de condiciones arquetÌpicas de muchas de las localidades del ·rea metropolitana enumeradas anteriormente mediante proyectos de car·cter mayormente inter-jurisdiccionales y con impacto metropolitano.El programa tiene como objetivo aumentar los niveles de conectividad acercando a los habitantes con sus demandas de trabajo (centros de oficinas producciÛn / industria / parques logÌsticos) de conexiÛn con los centros de consumo y de acceso a las demandas b·sicas de salud educaciÛn y esparcimiento/recreaciÛn.; $ 100.140.252 ; OBRAS VIALES ;16%;41%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;162;Las obras tienen el objetivo de mejorar las condiciones operativas ambientales sanitarias de seguridad eficiencia paisajÌsticas del √Årea Metropolitana de Buenos Aires. Se busca intervenir y revertir la diversidad de condiciones arquetÌpicas de muchas de las localidades del ·rea metropolitana enumeradas anteriormente mediante proyectos de car·cter mayormente inter-jurisdiccionales y con impacto metropolitano.El programa tiene como objetivo aumentar los niveles de conectividad acercando a los habitantes con sus demandas de trabajo (centros de oficinas producciÛn / industria / parques logÌsticos) de conexiÛn con los centros de consumo y de acceso a las demandas b·sicas de salud educaciÛn y esparcimiento/recreaciÛn.;67;LAN⁄S;Buenos Aires;Finalizada
1003109581;2021;2021;CORD”N CUNETA DENTRO DEL PROGRAMA ARGENTINA HACE;* Mejoras en el plan de ordenamiento residencial * Ordenamiento de los desag¸es pluviales urbanos * JerarquizaciÛn de la infraestructura p˙blica* SoluciÛn definitiva al tr·nsito en dÌas de lluvia; $ 5.743.654 ; OBRAS VIALES ;18%;11%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;120;* Mejoras en el plan de ordenamiento residencial * Ordenamiento de los desag¸es pluviales urbanos * JerarquizaciÛn de la infraestructura p˙blica* SoluciÛn definitiva al tr·nsito en dÌas de lluvia;65;SAN JUSTO;Santa Fe;Finalizada
1003109582;2021;2022;LUMINARIAS LED;EL PROYECTO SE BASA EN EL RECAMBIO DE LAS LUMINARIAS EXISTENTES POR LUMINARIAS LED.; $ 29.046.982 ; EQUIPAMIENTO URBANO ;2%;52%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;EL PROYECTO SE BASA EN EL RECAMBIO DE LAS LUMINARIAS EXISTENTES POR LUMINARIAS LED.;86;BARILOCHE;RÌo Negro;Finalizada
1003109591;2021;2021;AMPLIACI”N RED COLECTORA CLOACAL SAN PANTALE”N;El Proyecto comprende la ejecuciÛn de la red de Colectora Cloacal de esta poblaciÛn con descarga a Planta de ElevaciÛn del LÌquido Cloacal. Todo el escurrimiento de la ampliaciÛn propuesta es por gravitaciÛn.- El barrio a intervenir cuenta con 373 inmuebles sin el servicio. La zona en cuestiÛn en los ˙ltimos aÒos ha sido altamente urbanizada el nivel socioeconÛmico de la poblaciÛn residente en este sector es de calidad media/baja registr·ndose tambiÈn asentamientos de viviendas precarias con importantes necesidades de infraestructura b·sica para mejorar la calidad de vida a los vecinos de la zona. Las caracterÌsticas topogr·ficas de este sector proyectado permite que se realice en forma parcial de acuerdo a prioridades fijadas por el Municipio por la misma caracterÌstica permite desarrollar el diseÒo de esta nueva red colectora por escurrimiento gravitatorio.- Como consecuencia de lo expresado respecto de la topografÌa del terreno la profundidad mÌnima de las colectoras en c; $ 25.695.285 ; AGUA Y CLOACA ;20%;38%;ENTE NACIONAL DE OBRAS HÕDRICAS DE SANEAMIENTO;120;El Proyecto comprende la ejecuciÛn de la red de Colectora Cloacal de esta poblaciÛn con descarga a Planta de ElevaciÛn del LÌquido Cloacal. Todo el escurrimiento de la ampliaciÛn propuesta es por gravitaciÛn.- El barrio a intervenir cuenta con 373 inmuebles sin el servicio. La zona en cuestiÛn en los ˙ltimos aÒos ha sido altamente urbanizada el nivel socioeconÛmico de la poblaciÛn residente en este sector es de calidad media/baja registr·ndose tambiÈn asentamientos de viviendas precarias con importantes necesidades de infraestructura b·sica para mejorar la calidad de vida a los vecinos de la zona. Las caracterÌsticas topogr·ficas de este sector proyectado permite que se realice en forma parcial de acuerdo a prioridades fijadas por el Municipio por la misma caracterÌstica permite desarrollar el diseÒo de esta nueva red colectora por escurrimiento gravitatorio.- Como consecuencia de lo expresado respecto de la topografÌa del terreno la profundidad mÌnima de las colectoras en c;125;CONCORDIA;Entre RÌos;Finalizada
1003109592;2021;2021;RED DISTRIBUCION DE AGUA SAN PANTALEON;‚ÄúAmpliaciÛn Red de DistribuciÛn de Agua San PantaleÛn‚Äù e incluye las redes de distribuciÛn de agua y conexiones domiciliarias comprendidas entre las calles De Los ViÒedos al norte EspaÒa al sur Diamante al oeste y FederaciÛn al este abarcando un ·rea de 775 Ha con 193 conexiones aproximadamente.; $ 11.471.246 ; AGUA Y CLOACA ;86%;19%;ENTE NACIONAL DE OBRAS HÕDRICAS DE SANEAMIENTO;90;‚ÄúAmpliaciÛn Red de DistribuciÛn de Agua San PantaleÛn‚Äù e incluye las redes de distribuciÛn de agua y conexiones domiciliarias comprendidas entre las calles De Los ViÒedos al norte EspaÒa al sur Diamante al oeste y FederaciÛn al este abarcando un ·rea de 775 Ha con 193 conexiones aproximadamente.;123;CONCORDIA;Entre RÌos;Finalizada
1003109593;2021;2021;ESTACION ELEVADORA DE LIQUIDOS CLOACALES SAN PANTALE”N;proyecto denominado ‚ÄúESTACION ELEVADORA DE LIQUIDOS CLOACALES SAN PANTALE”N‚Äù e incluye las redes de distribuciÛn Colectoras de Cloaca y conexiones domiciliarias comprendidas entre las calles Grimberg Norte (al norte) EspaÒa (al sur) Diamante (al oeste) y Nogoya (al este). abarcando un ·rea de 575Ha con 121 conexiones aproximadamente.; $ 24.460.341 ; AGUA Y CLOACA ;43%;29%;ENTE NACIONAL DE OBRAS HÕDRICAS DE SANEAMIENTO;148;proyecto denominado ‚ÄúESTACION ELEVADORA DE LIQUIDOS CLOACALES SAN PANTALE”N‚Äù e incluye las redes de distribuciÛn Colectoras de Cloaca y conexiones domiciliarias comprendidas entre las calles Grimberg Norte (al norte) EspaÒa (al sur) Diamante (al oeste) y Nogoya (al este). abarcando un ·rea de 575Ha con 121 conexiones aproximadamente.;124;CONCORDIA;Entre RÌos;Finalizada
1003105257;2020;2021;PAVIMENTACI”N CON HORMIGON SIMPLE EN DISTINTAS LOCALIDADES DEL PARTIDO  C”DIGO SIPPE 125625;Se prevÈ la pavimentaciÛn con hormigÛn simple de accesos y egresos a barrios centros de salud centros comerciales centros formativos o educativos entre otros.; $ 100.000.000 ; OBRAS VIALES ;100%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Se prevÈ la pavimentaciÛn con hormigÛn simple de accesos y egresos a barrios centros de salud centros comerciales centros formativos o educativos entre otros.;65;LA MATANZA;Buenos Aires;Finalizada
1003109607;2021;2022;ARGENTINA HACE EN CALINGASTA (II) MEJORANDO NUESTRA CONECTIVIDAD Y ACCESIBILIDAD URBANA Y RURAL ACCESIBILIDAD URBANA Y RURAL;El objetivo en esta segunda etapa ser· lograr la accesibilidad integral para personas con movilidad reducida a todos los puntos del departamento y generar sanitarios salubres accesibles y p˙blicos para los puntos de concentraciÛn de personas mejorando asi los servicios brindados a la comunidad local como al turismo que nos visita.; $ 19.981.721 ; EQUIPAMIENTO URBANO ;83%;99%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;El objetivo en esta segunda etapa ser· lograr la accesibilidad integral para personas con movilidad reducida a todos los puntos del departamento y generar sanitarios salubres accesibles y p˙blicos para los puntos de concentraciÛn de personas mejorando asi los servicios brindados a la comunidad local como al turismo que nos visita.;85;CALINGASTA;San Juan;Otra
1003109608;2021;2022;RED PEATONAL;El objetivo general de la propuesta es mejorar la calidad de vida de los vecinos  incrementando la seguridad de circulaciÛn peatonal por dichas veredas y garantizando la accesibilidad segura e higiÈnica desde el barrio 334  hacia los edificios p˙blicos.; $ 4.536.438 ; EQUIPAMIENTO URBANO ;12%;81%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;90;El objetivo general de la propuesta es mejorar la calidad de vida de los vecinos  incrementando la seguridad de circulaciÛn peatonal por dichas veredas y garantizando la accesibilidad segura e higiÈnica desde el barrio 334  hacia los edificios p˙blicos.;85;LA CANDELARIA;Salta;Finalizada
1003109614;2021;2023;NUEVO CANAL DE LA PATRIA;Asegurar el abastecimiento de agua a poblaciones y explotaciones (b·sicamente ganaderas) a lo largo del mismo y proporcionar el volumen necesario para su potabilizaciÛn en Quimili y brindar agua potable al Acueducto del Sudeste y Acueducto Quimili-Vilelas.; $ 29.987.513.843 ; RECURSOS HIDRICOS ;16%;81%;SECRETARÕA DE INFRAESTRUCTURA Y POLÕTICA HÕDRICA;900;Asegurar el abastecimiento de agua a poblaciones y explotaciones (b·sicamente ganaderas) a lo largo del mismo y proporcionar el volumen necesario para su potabilizaciÛn en Quimili y brindar agua potable al Acueducto del Sudeste y Acueducto Quimili-Vilelas.;13;MORENO;Santiago Del Estero;En EjecuciÛn
1003109624;2021;2021;CORD”N CUNETA EMPEDRADO Y BADENES BARRIO GAUCHITO GIL;mejorar la calidad de vida de los pobladores; $ 19.981.084 ; EQUIPAMIENTO URBANO ;19%;75%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;90;mejorar la calidad de vida de los pobladores;84;GUARANÕ;Misiones;Finalizada
1003105258;2020;2021;PAVIMENTACI”N CON HORMIG”N SIMPLE EN DISTINTAS LOCALIDADES DEL PARTIDO SIPPE 125629;Se prevÈ la pavimentaciÛn con hormigÛn simple de accesos y egresos a barrios centros de salud centros comerciales centros formativos o educativos entre otros.; $ 100.000.000 ; OBRAS VIALES ;100%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Se prevÈ la pavimentaciÛn con hormigÛn simple de accesos y egresos a barrios centros de salud centros comerciales centros formativos o educativos entre otros.;65;LA MATANZA;Buenos Aires;Finalizada
1003105259;2020;2021;PAVIMENTACI”N CON HORMIG”N SIMPLE EN DISTINTAS LOCALIDADES DEL PARTIDO SIPPE 125628;Se prevÈ la pavimentaciÛn con hormigÛn simple de accesos y egresos a barrios centros de salud centros comerciales centros formativos o educativos entre otros.; $ 100.000.000 ; OBRAS VIALES ;92%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Se prevÈ la pavimentaciÛn con hormigÛn simple de accesos y egresos a barrios centros de salud centros comerciales centros formativos o educativos entre otros.;65;LA MATANZA;Buenos Aires;Finalizada
1003109645;2021;2022;ENTUBADO Y CORDON CUNETA INGRESO ESTE A LA LOCALIDAD;El objetivo es favorecer la seguridad vial del transito peatonal y vehicular construyendo a mejorar la imagen del ingreso a la localidad.-; $ 3.564.084 ; OBRAS VIALES ;100%;100;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;90;El objetivo es favorecer la seguridad vial del transito peatonal y vehicular construyendo a mejorar la imagen del ingreso a la localidad.-;82;CASTELLANOS;Santa Fe;Finalizada
1003109646;2021;2022;MEJORAMIENTO DE ACCESIBILIDAD EN BA—ADO DE OVANTA MEDIANTE PAVIMENTACI”N Y DRENAJES.;Mejorar la accesibilidad y condiciones de transitabilidad de la localidad.Reducir el costo de mantenimiento de las calles por parte del municipio. Disminuir la contaminaciÛn por polvo en suspensiÛn. Minimizar los accidentes viales y peatonales por calles en mal estado y por mejora de la visibilidad nocturna mediante la seÒalizaciÛn horizontal. Mejorar la evacuaciÛn de agua.; $ 24.980.134 ; OBRAS VIALES ;100%;79,57;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Mejorar la accesibilidad y condiciones de transitabilidad de la localidad.Reducir el costo de mantenimiento de las calles por parte del municipio. Disminuir la contaminaciÛn por polvo en suspensiÛn. Minimizar los accidentes viales y peatonales por calles en mal estado y por mejora de la visibilidad nocturna mediante la seÒalizaciÛn horizontal. Mejorar la evacuaciÛn de agua.;67;SANTA ROSA;Catamarca;Finalizada
1003109647;2021;2022;CONSTRUCCI”N DE VEREDAS;Mejorar la accesibilidad de los ciudadanos; $ 6.999.200 ; EQUIPAMIENTO URBANO ;60%;100;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Mejorar la accesibilidad de los ciudadanos;85;CONHELO;La Pampa;Finalizada
1003109648;2021;2021;PUESTA EN VALOR DE AV. CORRIENTES;mejoramiento vial e hidr·ulico de la av. del tÈ; $ 20.018.526 ; OBRAS VIALES ;56%;100;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;161;mejoramiento vial e hidr·ulico de la av. del tÈ;121;OBER¡;Misiones;Finalizada
1003109649;2021;2022;REPAVIMENTACI√íN DE CALLE TOM√ÄS PAULETTI 1ERA. ETAPA;Mejorar  las condiciones de transitabilidad seguridad y confort del acceso de transito pesado suroeste.; $ 14.118.454 ; OBRAS VIALES ;71%;100;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;150;Mejorar  las condiciones de transitabilidad seguridad y confort del acceso de transito pesado suroeste.;70;GUALEGUAYCH⁄;Entre RÌos;Finalizada
1003109654;2021;2022;CORD”N CUNETA;Establecer principios de urbanizaciÛn b·sicos y fundamentales.Lograr una mejora en el drenaje superficial de las aguas pluvilaes.Permitir la construcciÛn de veredas de caracter permanente.; $ 6.920.631 ; EQUIPAMIENTO URBANO ;45%;100;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Establecer principios de urbanizaciÛn b·sicos y fundamentales.Lograr una mejora en el drenaje superficial de las aguas pluvilaes.Permitir la construcciÛn de veredas de caracter permanente.;84;TRENEL;La Pampa;Finalizada
1003109658;2021;2021;CONSTRUCCI”N DE VEREDAS Y PAVIMENTACI”N CALLES BARRIO ORIENTAL;"-	Mejorar la infraestructura vial urbana.-	Mejorar la CirculaciÛn Peatonal a travÈs de construcciÛn de veredas--	Dar una soluciÛn al grave problema de conservaciÛn y mantenimiento de calles del Polo Educativo de nuestra Localidad sin el impacto visua"; $ 5.451.243 ; OBRAS VIALES ;47%;100;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;"-	Mejorar la infraestructura vial urbana.-	Mejorar la CirculaciÛn Peatonal a travÈs de construcciÛn de veredas--	Dar una soluciÛn al grave problema de conservaciÛn y mantenimiento de calles del Polo Educativo de nuestra Localidad sin el impacto visua";65;TALA;Entre RÌos;Finalizada
1003105260;2020;2021;PAVIMENTACI”N CON HORMIGON SIMPLE EN DISTINTAS LOCALIDADES DEL PARTIDO SIPPE 125603;Se prevÈ la pavimentaciÛn con hormigÛn simple de accesos y egresos a barrios centros de salud centros comerciales centros formativos o educativos entre otros.; $ 100.000.000 ; OBRAS VIALES ;87%;100%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Se prevÈ la pavimentaciÛn con hormigÛn simple de accesos y egresos a barrios centros de salud centros comerciales centros formativos o educativos entre otros.;65;LA MATANZA;Buenos Aires;Finalizada
1003105333;2020;2021;PAVIMENTACI”N CON HORMIG”N SIMPLE EN DISTINTAS LOCALIDADES DEL PARTIDO  C”DIGO SIPPE 125601;Se prevÈ la pavimentaciÛn con hormigÛn simple de accesos y egresos a barrios centros de salud centros comerciales centros formativos o educativos entre otros.; $ 100.000.000 ; OBRAS VIALES ;100%;99%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Se prevÈ la pavimentaciÛn con hormigÛn simple de accesos y egresos a barrios centros de salud centros comerciales centros formativos o educativos entre otros.;65;LA MATANZA;Buenos Aires;Finalizada
1003109663;2021;2022;HOGAR DE DIA PARA ADULTOS MAYORES;La atenciÛn de los adultos mayores es un objetivo permanente en el ejecutivo Municipal de estudios sociales realizados en los ˙ltimos aÒos se determino que habÌa una franja de adultos mayores muchos viviendo solos y otros en familia que necesitaban de una actividad orientada y controlada para mantenerse activos durante el dÌa. El objetivo en la primer etapa fue organizar esta asistencia diaria a travÈs de un equipo de contenciÛn que logrÛ integraciÛn con otros adultos terapias ocupacionales brindando almuerzos saludables colaborando a llevar una vida mas sana esta etapa se resolviÛ alquilando edificios para poder realizar las actividades los cuales no siempre son adaptables a las mismas y con problemas de accesibilidad. El objetivo actual es tener un edificio propio con capacidad para el triple de personas en un edificio accesible y diseÒado a tal fin.; $ 13.711.509 ; ARQUITECTURA ;100%;0,9835;DIRECCI”N NACIONAL DE GESTI”N DE OBRAS;270;La atenciÛn de los adultos mayores es un objetivo permanente en el ejecutivo Municipal de estudios sociales realizados en los ˙ltimos aÒos se determino que habÌa una franja de adultos mayores muchos viviendo solos y otros en familia que necesitaban de una actividad orientada y controlada para mantenerse activos durante el dÌa. El objetivo en la primer etapa fue organizar esta asistencia diaria a travÈs de un equipo de contenciÛn que logrÛ integraciÛn con otros adultos terapias ocupacionales brindando almuerzos saludables colaborando a llevar una vida mas sana esta etapa se resolviÛ alquilando edificios para poder realizar las actividades los cuales no siempre son adaptables a las mismas y con problemas de accesibilidad. El objetivo actual es tener un edificio propio con capacidad para el triple de personas en un edificio accesible y diseÒado a tal fin.;66;CONFLUENCIA;NeuquÈn;Finalizada
1003109664;2021;2022;CENTRO INTEGRAL DE LA MUJER / TRELEW  CHUBUT;Mediante dicho proyecto se busca fortalecer y desarrollar desde una perspectiva general de empoderamiento a la mujer ante cualquier reto que le presente la vida. (Seg˙n el registro de estadÌstica de violencia de gÈnero dan asistencia a  100 casos cada 100.000 habitantes.); $ 22.932.515 ; ARQUITECTURA ;100%;0,6652;DIRECCI”N NACIONAL DE GESTI”N DE OBRAS;302;Mediante dicho proyecto se busca fortalecer y desarrollar desde una perspectiva general de empoderamiento a la mujer ante cualquier reto que le presente la vida. (Seg˙n el registro de estadÌstica de violencia de gÈnero dan asistencia a  100 casos cada 100.000 habitantes.);66;RAWSON;Chubut;Finalizada
1003109665;2021;2021;CONSTRUCCI”N DE PAVIMENTO INTERTRABADO EN LA COSTANERA;Para esta obra de pavimentaciÛn articulado donde se seleccionÛ el tramo comprendido en La Costanera. En las obras que se presentan a partir de esta iniciativa de intervenciones Urbanas se han tomado en cuenta la importancia que posee esta zona que se encuentra en proceso de loteo para la construcciÛn de viviendas y su potencial de desarrollo por lo que se seleccionÛ La Costanera por su impronta en el futuro desarrollo para lo cual hemos de dotar de infraestructura urbana que provocar· el asentamiento de capitales privados por contar con las comodidades que las grandes ciudades desarrolladas cuentan.; $ 41.115.096 ; OBRAS VIALES ;30%;0,7139;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;120;Para esta obra de pavimentaciÛn articulado donde se seleccionÛ el tramo comprendido en La Costanera. En las obras que se presentan a partir de esta iniciativa de intervenciones Urbanas se han tomado en cuenta la importancia que posee esta zona que se encuentra en proceso de loteo para la construcciÛn de viviendas y su potencial de desarrollo por lo que se seleccionÛ La Costanera por su impronta en el futuro desarrollo para lo cual hemos de dotar de infraestructura urbana que provocar· el asentamiento de capitales privados por contar con las comodidades que las grandes ciudades desarrolladas cuentan.;65;BEL…N;Catamarca;Otra
1003109667;2021;2022;ETAPA 01  CONSTRUCCI√íN 1200 M CICLOVUA H21 ILUMINACI”N Y FORESTACI√íN;* Que los vecinos tengan un mejor acceso desde Ruta Nacional N¬∫ 11y un lugar apropiado de caninata diaria incluyendo sector de descanso.* Conectar de manera segura los barrios del este del ejido suburbano con la escuela primaria e iglesia.; $ 4.889.360 ; ARQUITECTURA ;75%;0,4047;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;* Que los vecinos tengan un mejor acceso desde Ruta Nacional N¬∫ 11y un lugar apropiado de caninata diaria incluyendo sector de descanso.* Conectar de manera segura los barrios del este del ejido suburbano con la escuela primaria e iglesia.;94;GENERAL OBLIGADO;Santa Fe;Otra
1003109668;2021;2022;PAVIMENTO ARTICULADO EN CALLES DEL B FIRPO NORTE DPTO. CERRILLOS;La presente obra se encarar· con el objeto de realizar la pavimentaciÛn en las calles indicadas en planimetrÌa adjunta del Barrio FIRPO de la localidad de La Merced con adoquines de hormigÛn y badenes de hormigÛn. Se ejecutaran estas tareas debido al incremento del tr·nsito vehicular los cuales ocasionan un deterioro acelerado de las calzadas sin pavimentarexistentes adem·s se optÛ por este tipo de pavimento por el aspecto colonial del mismo que est· de acuerdo con el centro de las localidades.; $ 19.994.565 ; OBRAS VIALES ;100%;0,5957;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;240;La presente obra se encarar· con el objeto de realizar la pavimentaciÛn en las calles indicadas en planimetrÌa adjunta del Barrio FIRPO de la localidad de La Merced con adoquines de hormigÛn y badenes de hormigÛn. Se ejecutaran estas tareas debido al incremento del tr·nsito vehicular los cuales ocasionan un deterioro acelerado de las calzadas sin pavimentarexistentes adem·s se optÛ por este tipo de pavimento por el aspecto colonial del mismo que est· de acuerdo con el centro de las localidades.;65;CERRILLOS;Salta;Finalizada
1003105334;2020;2021;PAVIMENTACI”N CON HORMIG”N SIMPLE EN DISTINTAS LOCALIDADES DEL PARTIDO SIPPE 125602;Se prevÈ la pavimentaciÛn con hormigÛn simple de accesos y egresos a barrios centros de salud centros comerciales centros formativos o educativos entre otros.; $ 100.000.000 ; OBRAS VIALES ;99%;99%;DIRECCI”N NACIONAL DE GESTI”N DE INFRAESTRUCTURAS DEL TRANSPORTE;180;Se prevÈ la pavimentaciÛn con hormigÛn simple de accesos y egresos a barrios centros de salud centros comerciales centros formativos o educativos entre otros.;65;LA MATANZA;Buenos Aires;Finalizada
